period,draw_date,n1,n2,n3,n4,n5,n6,special,draw_order,sales_amount,sales_count,prize_total,jackpot_winners,second_winners,third_winners,fourth_winners,fifth_winners,sixth_winners,seventh_winners,normal_winners,source,fetched_at
112000075,2023-08-08,11,26,28,30,41,45,22,,94845650,1896913,55477273,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000076,2023-08-11,8,27,34,38,39,47,30,,86751550,1735031,70470246,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000077,2023-08-15,10,22,26,30,34,43,41,,92512650,1850253,94121733,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000078,2023-08-18,13,19,21,24,41,45,44,,90436800,1808736,127903214,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000079,2023-08-22,2,19,26,34,43,46,31,,91384550,1827691,52978019,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000080,2023-08-25,2,10,20,31,33,46,24,,90832400,1816648,76702890,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000081,2023-08-29,6,7,10,22,41,42,31,,90103300,1802066,99439949,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000082,2023-09-01,1,19,26,34,45,49,37,,90911150,1818223,120637672,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000083,2023-09-05,12,14,32,34,40,48,39,,84786350,1695727,139289988,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000084,2023-09-08,14,20,23,33,34,40,24,,94971750,1899435,167812258,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000085,2023-09-12,21,22,26,33,34,35,46,,143221200,2864424,220160277,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000086,2023-09-15,12,16,19,30,37,39,14,,156017650,3120353,247449947,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000087,2023-09-19,3,16,24,35,37,41,27,,172111400,3442228,292330791,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000088,2023-09-22,2,13,32,36,38,43,34,,174501900,3490038,333285133,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000089,2023-09-26,9,14,26,37,38,39,8,,144612950,2892259,80983252,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000090,2023-09-29,6,9,18,35,38,48,25,,157322000,3146440,116995686,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000091,2023-10-03,3,22,29,31,40,44,48,,127907050,2558141,135083788,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000092,2023-10-06,6,16,21,27,30,49,26,,115758100,2315162,159438037,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000093,2023-10-10,3,8,17,33,34,48,11,,121548600,2430972,190724008,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000094,2023-10-13,1,9,13,14,28,30,31,,126284400,2525688,220068555,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000095,2023-10-17,5,12,13,20,24,34,27,,128044500,2560890,241773849,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000096,2023-10-20,32,37,38,39,40,44,24,,120081250,2401625,67245500,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000097,2023-10-24,7,29,34,41,43,49,22,,93007300,1860146,81985962,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000098,2023-10-27,6,15,22,27,28,31,24,,91059250,1821185,100945438,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000099,2023-10-31,2,10,18,36,42,47,24,,92335400,1846708,120224865,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000100,2023-11-03,8,20,24,28,40,48,3,,94881550,1897631,139604628,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000101,2023-11-07,7,8,21,41,44,47,13,,100654400,2013088,162423671,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000102,2023-11-10,2,4,6,8,11,31,26,,102844300,2056886,189522338,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000103,2023-11-14,6,12,15,30,38,43,41,,156521400,3130428,234234916,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000104,2023-11-17,15,30,31,34,40,45,47,,162779750,3255595,272371458,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000105,2023-11-21,16,21,26,30,37,47,31,,171853100,3437062,318677099,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000106,2023-11-24,9,16,20,42,43,48,2,,164280300,3285606,355558786,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000107,2023-11-28,12,18,23,27,33,44,39,,173609550,3472191,400292051,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000108,2023-12-01,4,15,18,23,40,47,42,,124188000,2483760,69545280,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000109,2023-12-05,10,14,30,38,42,48,37,,123670050,2473401,139956934,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000110,2023-12-08,5,8,22,27,28,29,16,,123378250,2467565,148620012,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000111,2023-12-12,6,20,30,33,38,46,16,,126225200,2524504,70686112,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000112,2023-12-15,1,9,22,28,33,39,7,,149268850,2985377,153011317,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000113,2023-12-19,14,18,20,26,38,48,2,,96200900,1924018,53872504,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000114,2023-12-22,8,9,20,34,35,49,40,,92432900,1848658,73464301,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000115,2023-12-26,8,19,28,29,30,46,10,,97816250,1956325,100180359,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000116,2023-12-29,1,11,23,31,39,46,17,,157827150,3156543,157123299,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
113000001,2024-01-02,4,14,18,21,36,38,1,,94153750,1883075,52726100,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000002,2024-01-05,2,20,23,30,35,47,40,,101273350,2025467,79020651,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000003,2024-01-09,12,29,31,37,44,49,3,,104402400,2088048,102331060,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000004,2024-01-12,4,25,29,38,42,46,6,,104749750,2094995,127937062,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000005,2024-01-16,1,3,20,21,36,40,44,,104587000,2091740,150437239,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000006,2024-01-19,1,3,7,19,31,46,40,,102906750,2058135,59563903,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000007,2024-01-23,2,14,17,26,27,47,4,,92997300,1859946,75626575,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000008,2024-01-26,2,11,20,34,46,47,40,,102419000,2048380,100646267,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000009,2024-01-30,7,19,30,38,40,45,27,,106791850,2135837,130009363,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000010,2024-02-02,5,9,25,35,38,39,24,,108994850,2179897,153801864,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000011,2024-02-06,14,19,23,26,34,40,5,,215438650,4308773,235074395,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000012,2024-02-07,20,22,31,34,35,37,7,,147109300,2942186,244610583,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000013,2024-02-08,5,8,25,31,39,47,22,,183653950,3673079,298415973,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000014,2024-02-09,3,7,16,20,25,30,37,,289130550,5782611,401638006,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000015,2024-02-10,5,6,11,13,28,34,4,,311420200,6228404,471129718,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000016,2024-02-11,11,13,23,29,44,45,27,,271083500,5421670,189871373,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000017,2024-02-12,16,22,37,46,47,49,4,,248903050,4978061,139385708,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000018,2024-02-13,2,3,6,39,44,47,34,,190351800,3807036,165839964,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000019,2024-02-14,7,12,19,26,32,39,44,,272001450,5440029,256388582,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000020,2024-02-15,4,8,18,19,20,33,3,,197336000,3946720,171467009,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000021,2024-02-16,19,24,33,42,43,45,16,,188302250,3766045,105449260,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000022,2024-02-17,4,5,20,27,32,40,6,,164832950,3296659,138578609,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000023,2024-02-18,6,12,24,32,36,44,45,,151708250,3034165,167043467,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000024,2024-02-19,2,10,17,32,38,48,8,,148157600,2963152,152790571,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000025,2024-02-20,6,8,17,27,34,46,25,,156102700,3122054,89809645,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000026,2024-02-21,13,21,25,27,31,43,47,,138635750,2772715,110825611,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000027,2024-02-22,9,11,18,31,39,46,5,,136989650,2739793,142712339,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000028,2024-02-23,3,8,9,21,34,49,22,,154793450,3095869,181529578,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000029,2024-02-24,8,15,21,27,46,48,31,,140742000,2814840,206453986,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000030,2024-02-27,7,15,17,29,41,42,28,,114267850,2285357,224061364,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000031,2024-03-01,1,29,30,39,46,47,17,,119882400,2397648,253875867,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000032,2024-03-05,10,15,21,24,26,38,37,,134655600,2693112,293647375,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000033,2024-03-08,7,26,27,29,36,40,32,,132588250,2651765,323049182,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000034,2024-03-12,3,13,22,27,45,49,17,,147291700,2945834,355887325,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000035,2024-03-15,8,18,33,37,40,43,31,,102625750,2052515,57470420,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000036,2024-03-19,8,14,19,20,21,36,28,,102852250,2057045,81486336,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000037,2024-03-22,4,16,38,40,41,48,35,,100908850,2018177,102875314,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000038,2024-03-26,6,19,21,29,32,46,11,,98682250,1973645,123716344,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000039,2024-03-29,2,3,13,15,43,48,1,,98140150,1962803,146424590,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000040,2024-04-02,27,32,38,39,46,49,24,,102237750,2044755,168928265,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000041,2024-04-05,4,31,35,38,40,48,18,,101158800,2023176,194780189,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000042,2024-04-09,3,16,17,19,22,26,1,,110857850,2217157,226819825,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000043,2024-04-12,3,5,12,15,17,39,24,,94916950,1898339,135374177,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000044,2024-04-16,5,8,17,33,35,40,10,,93796550,1875931,133269461,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000045,2024-04-19,7,10,16,22,31,46,42,,91260750,1825215,52632458,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000046,2024-04-23,13,14,17,32,33,36,31,,94533100,1890662,77416581,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000047,2024-04-26,13,21,22,26,33,34,35,,84931000,1698620,96238256,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000048,2024-04-30,3,9,13,22,33,43,14,,92697000,1853940,115240326,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000049,2024-05-03,6,11,12,22,34,39,42,,96929350,1938587,139223486,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000050,2024-05-07,7,9,15,28,30,33,26,,100900750,2018015,162874413,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000051,2024-05-10,15,19,30,35,38,41,25,,102782150,2055643,179780389,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000052,2024-05-14,6,7,10,25,32,43,33,,106732550,2134651,208214281,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000053,2024-05-17,15,33,34,40,41,49,27,,111092700,2221854,236082215,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000054,2024-05-21,1,30,34,35,38,42,15,,130416000,2608320,142464377,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000055,2024-05-24,4,23,24,28,30,40,41,,136105000,2722100,76218800,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000056,2024-05-28,12,17,18,21,33,37,9,,135385400,2707708,150072233,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000057,2024-05-31,8,14,16,19,23,32,49,,135756750,2715135,78064430,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000058,2024-06-04,7,30,33,34,35,46,49,,132858100,2657162,103163003,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000059,2024-06-07,19,24,29,36,37,43,17,,138730850,2774617,146238770,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000060,2024-06-11,7,10,12,27,36,46,18,,144272950,2885459,150923162,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000061,2024-06-14,1,7,9,18,36,47,32,,122311550,2446231,68494468,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000062,2024-06-18,6,24,31,35,36,42,18,,119103850,2382077,93696383,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000063,2024-06-21,2,17,31,42,44,46,10,,114242150,2284843,135666577,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000064,2024-06-25,6,8,12,29,41,48,14,,108086800,2161736,62772616,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000065,2024-06-28,10,11,25,31,36,41,27,,110070150,2201403,88007336,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000066,2024-07-02,1,33,38,39,41,45,46,,110996050,2219921,108935418,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000067,2024-07-05,2,11,20,25,37,49,42,,125030400,2500608,143873340,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000068,2024-07-09,15,18,19,31,39,40,25,,94374550,1887491,154743195,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000069,2024-07-12,2,13,19,33,46,49,23,,99434350,1988687,180561732,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000070,2024-07-16,4,12,22,29,36,47,15,,103068050,2061361,208626255,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000071,2024-07-19,11,13,25,28,33,40,31,,105341700,2106834,229336669,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000072,2024-07-23,3,6,10,23,33,35,24,,110993850,2219877,255296849,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000073,2024-07-26,6,19,23,35,41,46,8,,87994100,1759882,263236916,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000074,2024-07-30,5,15,24,35,46,48,17,,91521400,1830428,51251984,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000075,2024-08-02,2,4,5,15,20,33,25,,90063650,1801273,71879122,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000076,2024-08-06,20,27,31,33,38,46,23,,93017700,1860354,90669950,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000077,2024-08-09,14,20,27,42,44,47,40,,93761850,1875237,113083429,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000078,2024-08-13,2,28,30,37,40,48,8,,95317050,1906341,140367374,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000079,2024-08-16,4,6,14,31,44,45,1,,94260800,1885216,162509707,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000080,2024-08-20,12,13,18,28,39,49,2,,98097100,1961942,183449014,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000081,2024-08-23,16,20,32,34,37,43,17,,104454550,2089091,210823098,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000082,2024-08-27,12,22,24,38,40,46,21,,93075350,1861507,52122196,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000083,2024-08-30,2,17,25,29,32,38,24,,91158050,1823161,74097974,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000084,2024-09-03,5,22,25,27,36,41,11,,138755800,2775116,119431000,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000085,2024-09-06,9,15,17,38,45,49,47,,143961400,2879228,151104723,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000086,2024-09-10,6,14,16,25,35,38,31,,155096450,3101929,191223557,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000087,2024-09-13,13,17,26,39,43,48,3,,158757700,3175154,227215634,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000088,2024-09-17,26,34,35,40,44,46,32,,190771300,3815426,279605809,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000089,2024-09-20,4,8,18,30,35,49,11,,159505000,3190100,308980285,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000090,2024-09-24,5,13,14,16,37,48,39,,154977650,3099553,339886536,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000091,2024-09-27,2,3,5,21,45,49,47,,160763350,3215267,379058668,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000092,2024-10-01,10,12,13,19,27,33,30,,172281350,3445627,423300478,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000093,2024-10-04,12,17,19,27,38,42,40,,157699750,3153995,447526549,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000094,2024-10-08,3,5,7,31,33,45,19,,117639900,2352798,68701635,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000095,2024-10-11,7,9,12,21,26,32,27,,120415600,2408312,92894018,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000096,2024-10-15,5,10,13,28,39,41,49,,115313250,2306265,111642501,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000097,2024-10-18,14,20,26,43,45,49,7,,123841400,2476828,141902077,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000098,2024-10-22,2,24,29,30,38,49,47,,100025200,2000504,160809964,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000099,2024-10-25,7,19,25,35,36,38,42,,100677150,2013543,186834490,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000100,2024-10-29,19,26,36,38,39,49,16,,108727700,2174554,208744169,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000101,2024-11-01,6,10,23,27,34,47,22,,99741450,1994829,229377960,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000102,2024-11-05,4,17,21,30,41,49,48,,120802200,2416044,262485798,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000103,2024-11-08,1,11,42,46,47,49,7,,123159950,2463199,295416950,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000104,2024-11-12,11,25,26,33,34,41,27,,129945550,2598911,329430230,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000105,2024-11-15,24,25,30,36,41,43,21,,95846900,1916938,53674264,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000106,2024-11-19,5,7,11,22,25,44,13,,93054550,1861091,76088548,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000107,2024-11-22,14,16,22,33,36,48,3,,93683700,1873674,93709701,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000108,2024-11-26,11,40,42,45,47,49,27,,96540300,1930806,132449788,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
113000109,2024-11-29,13,20,28,32,38,49,46,,92858150,1857163,55555207,,,,,,,,,taiwanlottery_result_download_2024,2026-07-01T14:04:49
