period,draw_date,n1,n2,n3,n4,n5,n6,special,draw_order,sales_amount,sales_count,prize_total,jackpot_winners,second_winners,third_winners,fourth_winners,fifth_winners,sixth_winners,seventh_winners,normal_winners,source,fetched_at
106000048,2017-06-02,3,7,8,23,30,31,32,,103577550,2071551,56967652,,,,,,,,,taiwanlottery_result_download_2017,2026-07-01T14:04:28
106000049,2017-06-06,14,16,25,32,36,48,12,,104133100,2082662,77650754,,,,,,,,,taiwanlottery_result_download_2017,2026-07-01T14:04:28
106000050,2017-06-09,24,26,31,32,37,46,1,,107335200,2146704,101071596,,,,,,,,,taiwanlottery_result_download_2017,2026-07-01T14:04:28
106000051,2017-06-13,2,4,17,22,36,43,40,,103743000,2074860,124543510,,,,,,,,,taiwanlottery_result_download_2017,2026-07-01T14:04:28
106000052,2017-06-16,1,15,21,26,36,45,10,,109677900,2193558,152164076,,,,,,,,,taiwanlottery_result_download_2017,2026-07-01T14:04:28
106000053,2017-06-20,1,12,29,30,33,44,19,,94864650,1897293,169982068,,,,,,,,,taiwanlottery_result_download_2017,2026-07-01T14:04:28
106000054,2017-06-23,2,8,12,34,41,42,7,,93065200,1861304,190989728,,,,,,,,,taiwanlottery_result_download_2017,2026-07-01T14:04:28
106000055,2017-06-27,11,33,34,46,47,49,38,,93195100,1863902,212175549,,,,,,,,,taiwanlottery_result_download_2017,2026-07-01T14:04:28
106000056,2017-06-30,8,12,22,30,32,36,6,,80954400,1619088,53328827,,,,,,,,,taiwanlottery_result_download_2017,2026-07-01T14:04:28
106000057,2017-07-04,4,21,27,28,30,35,42,,78841100,1576822,57378984,,,,,,,,,taiwanlottery_result_download_2017,2026-07-01T14:04:28
106000058,2017-07-07,18,30,40,42,44,49,8,,82581500,1651630,76296871,,,,,,,,,taiwanlottery_result_download_2017,2026-07-01T14:04:28
106000059,2017-07-11,6,16,19,23,33,39,7,,88357900,1767158,135646274,,,,,,,,,taiwanlottery_result_download_2017,2026-07-01T14:04:28
106000060,2017-07-14,16,18,19,25,26,32,22,,84269400,1685388,47190864,,,,,,,,,taiwanlottery_result_download_2017,2026-07-01T14:04:28
106000061,2017-07-18,13,14,21,29,42,48,11,,83295400,1665908,65416507,,,,,,,,,taiwanlottery_result_download_2017,2026-07-01T14:04:28
106000062,2017-07-21,2,12,24,32,42,47,29,,84338000,1686760,127075911,,,,,,,,,taiwanlottery_result_download_2017,2026-07-01T14:04:28
106000063,2017-07-25,2,11,23,30,33,42,7,,81093050,1621861,47009631,,,,,,,,,taiwanlottery_result_download_2017,2026-07-01T14:04:28
106000064,2017-07-28,11,13,18,22,38,39,3,,82444950,1648899,64833838,,,,,,,,,taiwanlottery_result_download_2017,2026-07-01T14:04:28
106000065,2017-08-01,2,12,21,30,42,47,31,,81740600,1634812,82751089,,,,,,,,,taiwanlottery_result_download_2017,2026-07-01T14:04:28
106000066,2017-08-04,15,16,26,27,39,45,37,,86633950,1732679,98485988,,,,,,,,,taiwanlottery_result_download_2017,2026-07-01T14:04:28
106000067,2017-08-08,6,9,23,27,34,46,20,,87331500,1746630,118962853,,,,,,,,,taiwanlottery_result_download_2017,2026-07-01T14:04:28
106000068,2017-08-11,2,8,9,18,27,37,33,,88640650,1772813,140054374,,,,,,,,,taiwanlottery_result_download_2017,2026-07-01T14:04:28
106000069,2017-08-15,13,16,27,28,33,42,11,,86514050,1730281,154242979,,,,,,,,,taiwanlottery_result_download_2017,2026-07-01T14:04:28
106000070,2017-08-18,7,10,12,35,38,47,23,,93588150,1871763,176991714,,,,,,,,,taiwanlottery_result_download_2017,2026-07-01T14:04:28
106000071,2017-08-22,4,10,13,36,44,45,5,,94262050,1885241,197082440,,,,,,,,,taiwanlottery_result_download_2017,2026-07-01T14:04:28
106000072,2017-08-25,1,4,19,24,28,31,49,,103792550,2075851,226007909,,,,,,,,,taiwanlottery_result_download_2017,2026-07-01T14:04:28
106000073,2017-08-29,5,18,25,31,48,49,44,,108184150,2163683,248156183,,,,,,,,,taiwanlottery_result_download_2017,2026-07-01T14:04:28
106000074,2017-09-01,5,11,14,16,36,40,46,,119360100,2387202,282671812,,,,,,,,,taiwanlottery_result_download_2017,2026-07-01T14:04:28
106000075,2017-09-05,13,17,23,27,33,41,2,,125704900,2514098,312009229,,,,,,,,,taiwanlottery_result_download_2017,2026-07-01T14:04:28
106000076,2017-09-08,8,13,15,19,29,42,25,,85992900,1719858,50205392,,,,,,,,,taiwanlottery_result_download_2017,2026-07-01T14:04:28
106000077,2017-09-12,7,23,29,36,45,49,14,,87845500,1756910,66186359,,,,,,,,,taiwanlottery_result_download_2017,2026-07-01T14:04:28
106000078,2017-09-15,3,8,11,16,33,37,35,,86803700,1736074,134174867,,,,,,,,,taiwanlottery_result_download_2017,2026-07-01T14:04:28
106000079,2017-09-19,2,12,15,18,37,40,39,,84223000,1684460,47164880,,,,,,,,,taiwanlottery_result_download_2017,2026-07-01T14:04:28
106000080,2017-09-22,18,35,39,43,47,49,44,,86734450,1734689,67323609,,,,,,,,,taiwanlottery_result_download_2017,2026-07-01T14:04:28
106000081,2017-09-26,10,11,14,19,22,38,42,,83894650,1677893,88429028,,,,,,,,,taiwanlottery_result_download_2017,2026-07-01T14:04:28
106000082,2017-09-29,3,14,16,21,33,36,20,,83730600,1674612,106235757,,,,,,,,,taiwanlottery_result_download_2017,2026-07-01T14:04:28
106000083,2017-10-03,15,18,25,30,33,44,38,,153968000,3079360,164929611,,,,,,,,,taiwanlottery_result_download_2017,2026-07-01T14:04:28
106000084,2017-10-06,4,28,32,37,41,45,47,,161004450,3220089,205754238,,,,,,,,,taiwanlottery_result_download_2017,2026-07-01T14:04:28
106000085,2017-10-10,6,28,29,30,31,39,33,,142715750,2854315,227655366,,,,,,,,,taiwanlottery_result_download_2017,2026-07-01T14:04:28
106000086,2017-10-13,5,8,23,34,44,46,16,,128191400,2563828,252146266,,,,,,,,,taiwanlottery_result_download_2017,2026-07-01T14:04:28
106000087,2017-10-17,1,3,6,11,19,27,5,,147011650,2940233,290823280,,,,,,,,,taiwanlottery_result_download_2017,2026-07-01T14:04:28
106000088,2017-10-20,3,8,18,19,26,42,17,,110676750,2213535,294604293,,,,,,,,,taiwanlottery_result_download_2017,2026-07-01T14:04:28
106000089,2017-10-24,2,3,5,14,16,29,32,,115115000,2302300,320316196,,,,,,,,,taiwanlottery_result_download_2017,2026-07-01T14:04:28
106000090,2017-10-27,2,11,17,22,38,40,41,,120892650,2417853,348984633,,,,,,,,,taiwanlottery_result_download_2017,2026-07-01T14:04:28
106000091,2017-10-31,4,25,31,36,39,46,2,,126125350,2522507,380986206,,,,,,,,,taiwanlottery_result_download_2017,2026-07-01T14:04:28
106000092,2017-11-03,8,20,23,33,36,43,2,,131870000,2637400,414956070,,,,,,,,,taiwanlottery_result_download_2017,2026-07-01T14:04:28
106000093,2017-11-07,5,6,12,22,30,48,41,,140811500,2816230,441424380,,,,,,,,,taiwanlottery_result_download_2017,2026-07-01T14:04:28
106000094,2017-11-10,10,15,24,26,29,35,12,,89539550,1790791,50142148,,,,,,,,,taiwanlottery_result_download_2017,2026-07-01T14:04:28
106000095,2017-11-14,5,15,24,25,44,47,45,,87094150,1741883,66399753,,,,,,,,,taiwanlottery_result_download_2017,2026-07-01T14:04:28
106000096,2017-11-17,2,14,19,28,39,46,45,,88647750,1772955,87539590,,,,,,,,,taiwanlottery_result_download_2017,2026-07-01T14:04:28
106000097,2017-11-21,4,23,25,28,39,43,41,,86177750,1723555,107919371,,,,,,,,,taiwanlottery_result_download_2017,2026-07-01T14:04:28
106000098,2017-11-24,4,8,10,14,41,45,38,,89964050,1799281,129292362,,,,,,,,,taiwanlottery_result_download_2017,2026-07-01T14:04:28
106000099,2017-11-28,9,14,17,19,46,47,29,,91678450,1833569,150756417,,,,,,,,,taiwanlottery_result_download_2017,2026-07-01T14:04:28
106000100,2017-12-01,2,3,5,28,42,48,9,,95895000,1917900,175244673,,,,,,,,,taiwanlottery_result_download_2017,2026-07-01T14:04:28
106000101,2017-12-05,1,12,13,37,41,43,49,,101965850,2039317,200464555,,,,,,,,,taiwanlottery_result_download_2017,2026-07-01T14:04:28
106000102,2017-12-08,1,5,8,10,34,35,46,,108414500,2168290,224064503,,,,,,,,,taiwanlottery_result_download_2017,2026-07-01T14:04:28
106000103,2017-12-12,16,19,28,37,38,41,10,,113277600,2265552,250876582,,,,,,,,,taiwanlottery_result_download_2017,2026-07-01T14:04:28
106000104,2017-12-15,17,19,24,27,31,37,8,,123078600,2461572,280536002,,,,,,,,,taiwanlottery_result_download_2017,2026-07-01T14:04:28
106000105,2017-12-19,3,14,18,31,41,42,2,,120533150,2410663,306502499,,,,,,,,,taiwanlottery_result_download_2017,2026-07-01T14:04:28
106000106,2017-12-22,12,18,20,21,31,37,24,,132635900,2652718,340490069,,,,,,,,,taiwanlottery_result_download_2017,2026-07-01T14:04:28
106000107,2017-12-26,7,8,10,20,24,27,19,,142691500,2853830,375749694,,,,,,,,,taiwanlottery_result_download_2017,2026-07-01T14:04:28
106000108,2017-12-29,11,12,15,20,27,47,36,,158455550,3169111,410342978,,,,,,,,,taiwanlottery_result_download_2017,2026-07-01T14:04:28
107000001,2018-01-02,2,6,12,18,36,46,47,,169903800,3398076,450504302,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000002,2018-01-05,4,13,17,29,31,44,14,,94586650,1891733,52968524,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000003,2018-01-09,2,10,22,23,24,37,42,,83949200,1678984,69448004,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000004,2018-01-12,1,7,14,22,40,45,29,,95294600,1905892,91733657,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000005,2018-01-16,8,26,29,32,36,39,23,,99971250,1999425,137753420,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000006,2018-01-19,2,13,16,22,26,48,39,,94318000,1886360,52818080,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000007,2018-01-23,2,12,26,28,33,34,44,,96634750,1932695,77330545,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000008,2018-01-26,7,23,32,34,43,47,24,,94260200,1885204,97579638,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000009,2018-01-30,7,8,15,23,31,36,30,,90081450,1801629,117644325,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000010,2018-02-02,1,2,10,11,26,43,40,,94102400,1882048,137341717,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000011,2018-02-06,6,10,24,27,41,43,49,,94671650,1893433,53016124,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000012,2018-02-09,12,17,20,21,30,45,9,,98176450,1963529,77747197,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000013,2018-02-13,4,10,19,26,35,45,38,,117370900,2347418,106761598,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000014,2018-02-15,7,21,22,37,41,48,15,,404613650,8092273,293901903,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000015,2018-02-16,4,7,23,24,27,41,17,,433224300,8664486,248870254,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000016,2018-02-17,3,5,17,32,33,47,36,,378958100,7579162,212216536,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000017,2018-02-18,7,8,20,28,34,46,10,,387761800,7755236,298509415,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000018,2018-02-19,7,9,19,22,36,49,29,,398983900,7979678,384157333,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000019,2018-02-20,12,33,34,38,40,46,7,,325350300,6507006,205715287,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000020,2018-02-23,3,7,15,16,18,41,42,,155820450,3116409,153491154,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000021,2018-02-27,1,3,18,23,28,44,10,,137308250,2746165,76892620,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000022,2018-03-02,1,12,17,25,31,48,21,,112342400,2246848,91084172,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000023,2018-03-06,9,11,13,17,38,42,29,,106221800,2124436,139659351,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000024,2018-03-09,12,15,18,27,30,38,19,,96509350,1930187,54045236,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000025,2018-03-13,14,20,22,27,28,38,19,,100092950,2001859,77458109,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000026,2018-03-16,3,14,16,17,43,46,4,,95582800,1911656,98760741,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000027,2018-03-20,8,9,23,30,37,41,31,,92708700,1854174,121140733,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000028,2018-03-23,4,9,13,32,34,41,42,,94858000,1897160,135858583,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000029,2018-03-27,13,15,24,30,38,40,44,,95863750,1917275,159594412,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000030,2018-03-30,1,5,13,43,44,47,25,,96911250,1938225,185272797,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000031,2018-04-03,1,7,22,32,34,36,8,,101418500,2028370,209883280,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000032,2018-04-06,7,25,31,34,47,49,26,,94628450,1892569,226465199,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000033,2018-04-10,7,27,32,34,41,47,9,,111963250,2239265,259771739,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000034,2018-04-13,1,12,25,28,40,46,39,,112653600,2253072,288037268,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000035,2018-04-17,7,16,31,38,40,41,39,,117601650,2352033,313756316,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000036,2018-04-20,10,14,32,33,35,46,43,,128120850,2562417,350489427,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000037,2018-04-24,9,10,19,21,35,36,49,,120721900,2414438,379342598,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000038,2018-04-27,4,25,26,27,30,48,11,,136088050,2721761,417725116,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000039,2018-05-01,8,29,33,34,46,49,19,,141337550,2826751,449077856,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000040,2018-05-04,10,22,30,33,36,47,43,,151554700,3031094,478885493,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000041,2018-05-08,3,8,21,22,37,41,46,,166984400,3339688,523186639,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000042,2018-05-11,4,11,25,35,37,48,36,,183760000,3675200,571077895,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000043,2018-05-15,2,12,13,16,32,43,24,,203435650,4068713,626773183,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000044,2018-05-18,1,11,36,38,41,42,48,,227826200,4556524,680111125,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000045,2018-05-22,2,13,24,29,41,49,45,,249310800,4986216,750082098,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000046,2018-05-25,1,6,22,24,32,42,16,,281802800,5636056,826397803,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000047,2018-05-29,11,14,20,26,37,41,2,,310639750,6212795,909005336,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000048,2018-06-01,16,26,28,33,42,49,20,,82832700,1656654,46386312,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000049,2018-06-05,2,17,22,25,26,41,16,,82672050,1653441,67344363,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000050,2018-06-08,2,9,17,31,32,40,47,,85761250,1715225,88800741,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000051,2018-06-12,2,3,14,15,35,37,29,,87817800,1756356,109933046,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000052,2018-06-15,16,25,28,30,44,46,27,,143331450,2866629,160693447,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000053,2018-06-19,8,9,28,34,37,42,15,,150691050,3013821,84386988,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000054,2018-06-22,6,7,11,25,26,30,31,,137542600,2750852,109857630,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000055,2018-06-26,5,9,11,23,37,44,24,,138835200,2776704,149047457,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000056,2018-06-29,4,13,27,30,37,41,20,,86246900,1724938,48298264,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000057,2018-07-03,9,11,20,31,34,44,10,,82795650,1655913,67040282,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000058,2018-07-06,2,3,21,28,32,47,27,,87394100,1747882,86362238,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000059,2018-07-10,9,11,21,24,39,43,7,,85551950,1711039,103922900,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000060,2018-07-13,2,14,21,31,42,46,4,,87141000,1742820,122462359,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000061,2018-07-17,11,20,26,34,41,43,9,,88440650,1768813,144243630,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000062,2018-07-20,9,12,13,24,39,45,38,,89939200,1798784,161301076,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000063,2018-07-24,24,25,29,32,42,49,12,,89564600,1791292,181804858,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000064,2018-07-27,5,12,17,19,35,48,9,,93526950,1870539,203685316,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000065,2018-07-31,15,20,22,31,35,37,14,,96797650,1935953,223933691,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000066,2018-08-03,4,6,30,35,40,43,13,,99809750,1996195,248900996,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000067,2018-08-07,12,13,19,25,30,46,5,,107247700,2144954,278780506,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000068,2018-08-10,5,7,16,18,36,48,37,,114990400,2299808,303001347,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000069,2018-08-14,15,16,17,25,34,49,5,,111887450,2237749,324706366,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000070,2018-08-17,3,14,19,21,35,48,13,,124352800,2487056,357922511,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000071,2018-08-21,8,12,17,28,31,34,1,,126652450,2533049,388035748,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000072,2018-08-24,3,7,9,31,39,45,35,,119084700,2381694,405935489,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000073,2018-08-28,8,10,11,39,42,44,27,,125852550,2517051,437394607,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000074,2018-08-31,12,15,34,37,43,46,38,,144199750,2883995,472719077,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000075,2018-09-04,4,6,10,15,42,49,12,,84162550,1683251,128992278,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000076,2018-09-07,2,8,14,21,37,44,49,,81035100,1620702,45379656,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000077,2018-09-11,14,16,18,23,25,44,41,,123855250,2477105,90207818,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000078,2018-09-14,19,29,36,37,45,46,18,,138618800,2772376,126845547,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000079,2018-09-18,11,23,34,36,41,45,43,,139513150,2790263,161322367,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000080,2018-09-21,3,5,10,11,29,45,25,,150672900,3013458,200756049,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000081,2018-09-25,19,25,27,39,40,46,6,,131498500,2629970,73639160,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000082,2018-09-28,1,2,7,20,27,37,19,,105553750,2111075,90831439,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000083,2018-10-02,2,8,16,33,42,47,14,,100970400,2019408,134551497,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000084,2018-10-05,3,9,10,42,44,47,5,,90144450,1802889,52224154,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000085,2018-10-09,8,13,16,23,35,41,21,,84431350,1688627,67287335,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000086,2018-10-12,4,6,7,12,20,21,29,,81591850,1631837,85625959,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000087,2018-10-16,1,24,39,40,46,49,33,,84244700,1684894,98790778,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000088,2018-10-19,7,18,20,32,42,49,24,,86112700,1722254,122430936,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000089,2018-10-23,6,9,13,20,42,43,21,,87031150,1740623,145999970,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000090,2018-10-26,8,10,23,33,41,46,48,,84424050,1688481,47277468,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000091,2018-10-30,3,9,28,32,39,47,7,,84170300,1683406,65705307,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000092,2018-11-02,5,16,18,32,41,47,2,,81580000,1631600,81408456,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000093,2018-11-06,2,5,26,29,38,39,7,,90780350,1815607,107592677,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000094,2018-11-09,4,12,14,15,22,48,28,,85437800,1708756,124506087,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000095,2018-11-13,7,21,35,36,42,43,10,,85599000,1711980,142203935,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000096,2018-11-16,7,11,23,30,38,49,45,,87937350,1758747,163660470,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000097,2018-11-20,4,31,34,36,40,44,20,,88933950,1778679,184215597,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000098,2018-11-23,7,20,21,34,37,43,5,,91278750,1825575,198840873,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000099,2018-11-27,27,33,36,41,43,44,31,,90733200,1814664,220702402,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000100,2018-11-30,5,14,20,27,29,45,7,,98072800,1961456,246152028,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000101,2018-12-04,3,6,12,16,17,20,14,,103246450,2064929,269848053,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000102,2018-12-07,11,20,29,33,34,36,18,,107241950,2144839,292130934,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000103,2018-12-11,7,12,15,21,27,47,48,,112482650,2249653,321144101,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000104,2018-12-14,6,9,14,19,38,49,20,,120425200,2408504,347260329,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000105,2018-12-18,5,8,11,15,33,37,3,,129560100,2591202,376983672,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000106,2018-12-21,5,19,21,34,41,49,42,,89946850,1798937,50370236,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000107,2018-12-25,7,26,27,28,30,32,44,,90657550,1813151,73573277,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
107000108,2018-12-28,7,11,19,23,35,44,33,,92316650,1846333,95591769,,,,,,,,,taiwanlottery_result_download_2018,2026-07-01T14:04:32
108000001,2019-01-01,18,23,24,25,39,42,48,,91627350,1832547,112561368,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000002,2019-01-04,6,7,8,20,47,48,30,,95802100,1916042,135747495,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000003,2019-01-08,4,19,21,28,39,43,18,,99581100,1991622,158928531,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000004,2019-01-11,13,20,22,31,34,42,9,,106519050,2130381,187871333,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000005,2019-01-15,12,20,30,38,40,41,10,,109107550,2182151,209734051,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000006,2019-01-18,4,5,10,30,39,45,14,,110402700,2208054,231542213,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000007,2019-01-22,2,20,36,37,42,46,29,,117882300,2357646,260406648,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000008,2019-01-25,3,10,14,15,20,45,2,,124824600,2496492,290963711,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000009,2019-01-29,14,20,24,30,44,48,31,,133279700,2665594,320837008,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000010,2019-02-01,10,17,20,21,32,41,34,,262178900,5243578,425642974,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000011,2019-02-02,2,7,22,35,46,49,41,,215838350,4316767,457609508,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000012,2019-02-03,12,24,28,36,37,40,6,,232918050,4658361,130434108,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000013,2019-02-04,6,8,24,32,34,36,49,,345287200,6905744,241689588,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000014,2019-02-05,13,18,30,34,45,49,33,,385433650,7708673,342221358,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000015,2019-02-06,17,23,28,29,32,39,12,,327504500,6550090,190654429,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000016,2019-02-07,7,21,29,33,40,41,8,,303921000,6078420,239994586,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000017,2019-02-08,8,13,14,32,36,42,5,,320601450,6412029,316705329,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
108000018,2019-02-09,6,8,18,19,20,30,22,,270892700,5417854,199075501,,,,,,,,,taiwanlottery_result_download_2019,2026-07-01T14:04:34
